"","x"
"259",34
"260",46
"261",45
"262",41
"263",32
"264",29
"265",29
"266",27
"267",58
"268",30
"269",22
"270",25
"271",23
"272",46
"273",16
"274",20
"275",17
"276",23
"277",19
"278",38
"279",21
"280",30
"281",30
"282",25
"283",37
"284",48
"285",30
"286",12
"287",24
"288",34
"289",29
"290",16
"291",24
"292",38
"293",28
"294",28
"295",38
"296",28
"297",31
"298",30
"299",25
"300",36
"301",28
"302",43
"303",33
"304",26
"305",32
"306",29
"307",41
"308",22
"309",19
"310",40
"311",25
"312",42
"313",32
"314",35
"315",31
"316",33
"317",27
"318",31
"319",39
"320",24
"321",35
"322",16
"323",30
"324",23
"325",24
"326",17
"327",12
"328",31
"329",43
"330",26
"331",36
"332",29
"333",37
"334",24
"335",30
"336",32
"337",19
"338",19
"339",31
"340",30
"341",33
"342",34
"343",35
"344",31
"345",15
"346",34
"347",36
"348",38
"349",37
"350",25
"351",27
"352",29
"353",38
"354",41
"355",29
"356",35
"357",47
"358",26
"359",23
"360",27
"361",40
"362",18
"363",19
"364",27
"365",34
"366",12
"367",41
"368",20
"369",31
"370",18
"371",27
"372",19
"373",28
"374",38
"375",30
"376",43
"377",68
"378",29
"379",32
"380",28
"381",43
"382",35
"383",22
"384",23
"385",20
"386",31
"387",28
"388",26
"389",26
"390",23
"391",32
"392",29
"393",25
"394",28
"395",33
"396",27
"397",28
"398",26
"399",31
"400",18
"401",23
"402",41
"403",14
"404",44
"405",15
"406",19
"407",26
"408",26
"409",43
"410",32
"411",34
"412",31
"413",17
"414",29
"415",30
"416",34
"417",33
"418",30
"419",19
"420",37
"421",39
"422",52
"423",20
"424",28
"425",25
"426",17
"427",24
"428",39
"429",22
"430",36
"431",22
"432",33
"433",30
"434",43
"435",37
"436",27
"437",29
"438",33
"439",31
"440",41
"441",43
"442",38
"443",40
"444",29
"445",36
"446",28
"447",20
"448",27
"449",22
"450",19
"451",23
"452",38
"453",43
"454",21
"455",35
"456",27
"457",26
"458",45
"459",58
"460",51
"461",19
"462",30
"463",26
"464",17
"465",36
"466",42
"467",34
"468",39
"469",23
"470",20
"471",23
"472",49
"473",42
"474",28
"475",24
"476",32
"477",18
"478",47
"479",36
"480",24
"481",30
"482",32
"483",37
"484",33
"485",42
"486",14
"487",25
"488",27
"489",40
"490",24
"491",26
"492",22
"493",31
"494",30
"495",33
"496",19
"497",29
"498",20
"499",34
"500",35
"501",38
"502",49
"503",27
"504",19
"505",35
"506",37
"507",34
"508",27
"509",20
"510",32
"511",26
"512",24
"513",14
"514",24
"515",19
"516",15
"517",17
"518",20
"519",22
"520",20
"521",22
"522",19
"523",20
"524",20
"525",28
"526",28
"527",21
"528",24
"529",43
"530",31
"531",36
"532",24
"533",28
"534",29
"535",39
"536",27
"537",22
"538",45
"539",41
"540",20
"541",56
"542",25
"543",21
"544",29
"545",38
"546",21
"547",26
"548",26
"549",34
"550",42
"551",65
"552",34
"553",25
"554",22
"555",31
"556",34
"557",19
"558",33
"559",25
"560",29
"561",15
"562",31
"563",22
"564",23
"565",32
"566",46
"567",31
"568",28
"569",25
"570",33
"571",34
"572",32
"573",18
"574",26
"575",21
"576",22
"577",8
"578",32
"579",26
"580",25
"581",21
"582",27
"583",45
"584",45
"585",28
"586",31
"587",9
"588",34
"589",43
"590",39
"591",27
"592",35
"593",45
"594",33
"595",25
"596",45
"597",22
"598",36
"599",37
"600",31
"601",22
"602",25
"603",26
"604",32
"605",22
"606",39
"607",38
"608",33
"609",45
"610",38
"611",18
"612",23
"613",25
"614",21
"615",31
"616",24
"617",30
"618",21
"619",18
"620",54
"621",36
"622",28
"623",48
"624",30
"625",25
"626",31
"627",39
"628",19
"629",31
"630",34
"631",25
"632",16
"633",33
"634",29
"635",29
"636",45
"637",45
"638",41
"639",38
"640",17
"641",29
"642",42
"643",18
"644",25
"645",50
"646",29
"647",32
"648",31
"649",34
"650",53
"651",34
"652",23
"653",42
"654",23
"655",26
"656",31
"657",22
"658",31
"659",32
"660",14
"661",34
"662",53
"663",35
"664",21
"665",47
"666",23
"667",34
"668",17
"669",36
"670",39
"671",23
"672",36
"673",22
"674",30
"675",22
"676",36
"677",33
"678",29
"679",29
"680",31
"681",32
"682",23
"683",25
"684",29
"685",36
"686",38
"687",18
"688",22
"689",42
"690",24
"691",24
"692",27
"693",37
"694",21
"695",40
"696",38
"697",38
"698",28
"699",44
"700",50
"701",34
"702",36
"703",36
"704",34
"705",54
"706",41
"707",25
"708",25
"709",21
"710",31
"711",43
"712",26
"713",23
"714",37
"715",38
"716",19
"717",26
"718",21
"719",25
"720",29
"721",50
"722",21
"723",30
"724",23
"725",21
"726",32
"727",34
"728",32
"729",28
"730",24
"731",30
"732",30
"733",19
"734",37
"735",22
"736",46
"737",27
"738",33
"739",27
"740",34
"741",34
"742",31
"743",19
"744",29
"745",36
"746",29
"747",32
"748",27
"749",23
"750",38
"751",41
"752",49
"753",27
"754",34
"755",30
"756",28
"757",35
"758",24
"759",50
"760",15
"761",28
"762",30
"763",43
"764",25
"765",24
"766",24
"767",29
"768",31
"769",21
"770",25
"771",25
"772",34
"773",23
"774",21
"775",19
"776",45
"777",25
"778",14
"779",23
"780",27
"781",30
"782",14
"783",17
"784",33
"785",26
"786",24
"787",23
"788",30
"789",24
"790",35
"791",27
"792",38
"793",24
"794",38
"795",27
"796",26
"797",50
"798",21
"799",30
"800",41
"801",35
"802",9
"803",43
"804",32
"805",45
"806",29
"807",26
"808",40
"809",29
"810",42
"811",27
"812",26
"813",29
"814",31
"815",20
"816",29
"817",31
"818",24
"819",28
"820",32
"821",32
"822",22
"823",34
"824",24
"825",37
"826",23
"827",20
"828",25
"829",28
"830",54
"831",31
"832",31
"833",22
"834",22
"835",38
"836",30
"837",46
"838",37
"839",34
"840",39
"841",27
"842",23
"843",26
"844",17
"845",39
"846",30
"847",39
"848",29
"849",50
"850",31
"851",35
"852",27
"853",30
"854",36
"855",28
"856",28
"857",24
"858",27
"859",27
"860",43
"861",33
"862",15
"863",33
"864",27
"865",23
"866",35
"867",24
"868",31
"869",21
"870",36
"871",39
"872",19
"873",24
"874",27
"875",35
"876",34
"877",30
"878",47
"879",17
"880",28
"881",27
"882",41
"883",14
"884",29
"885",26
"886",26
"887",24
"888",30
"889",24
"890",44
"891",32
"892",20
"893",32
"894",38
"895",20
"896",21
"897",20
"898",19
"899",31
"900",38
"901",37
"902",47
"903",38
"904",35
"905",35
"906",27
"907",18
"908",41
"909",34
"910",19
"911",34
"912",32
"913",26
"914",30
"915",38
"916",23
"917",18
"918",39
"919",37
"920",30
"921",32
"922",38
"923",24
"924",38
"925",29
"926",31
"927",28
"928",45
"929",36
"930",25
"931",29
"932",21
"933",34
"934",39
"935",31
"936",27
"937",27
"938",14
"939",37
"940",33
"941",36
"942",33
"943",37
"944",18
"945",40
"946",20
"947",23
"948",16
"949",24
"950",36
"951",40
"952",33
"953",37
"954",17
"955",25
"956",32
"957",34
"958",30
"959",26
"960",15
"961",21
"962",39
"963",27
"964",39
"965",28
"966",27
"967",31
"968",39
"969",22
"970",24
"971",32
"972",37
"973",31
"974",46
"975",39
"976",23
"977",38
"978",35
"979",26
"980",15
"981",34
"982",26
"983",34
"984",26
"985",27
"986",40
"987",39
"988",31
"989",39
"990",21
"991",20
"992",25
"993",27
"994",13
"995",21
"996",25
"997",37
"998",31
"999",19
"1000",19
"1001",26
"1002",36
"1003",21
"1004",31
"1005",36
"1006",34
"1007",15
"1008",51
"1009",28
"1010",41
"1011",30
"1012",21
"1013",57
"1014",44
"1015",28
"1016",29
"1017",21
"1018",18
"1019",24
"1020",25
"1021",35
"1022",44
"1023",26
"1024",25
"1025",49
"1026",37
"1027",54
"1028",24
"1029",30
"1030",24
"1031",37
"1032",35
"1033",28
"1034",28
"1035",22
"1036",37
"1037",48
"1038",23
"1039",25
"1040",18
"1041",27
"1042",20
"1043",28
"1044",32
"1045",37
"1046",26
"1047",13
"1048",46
"1049",48
"1050",24
"1051",35
"1052",50
"1053",32
"1054",28
"1055",34
"1056",47
"1057",31
"1058",29
"1059",23
"1060",31
"1061",49
"1062",30
"1063",50
"1064",35
"1065",23
"1066",43
"1067",35
"1068",29
"1069",37
"1070",33
"1071",31
"1072",35
"1073",42
"1074",50
"1075",31
"1076",33
"1077",31
"1078",23
"1079",37
"1080",20
"1081",34
"1082",42
"1083",19
"1084",23
"1085",35
"1086",27
"1087",25
"1088",41
"1089",17
"1090",29
"1091",30
"1092",30
"1093",20
"1094",27
"1095",31
"1096",28
"1097",23
"1098",24
"1099",22
"1100",38
"1101",36
"1102",38
"1103",27
"1104",19
"1105",20
"1106",28
"1107",36
"1108",30
"1109",35
"1110",28
"1111",30
"1112",25
"1113",40
"1114",32
"1115",36
"1116",55
"1117",49
"1118",34
"1119",18
"1120",39
"1121",33
"1122",39
"1123",32
"1124",33
"1125",24
"1126",37
"1127",22
"1128",32
"1129",23
"1130",27
"1131",34
"1132",23
"1133",39
"1134",44
"1135",17
"1136",49
"1137",24
"1138",23
"1139",25
"1140",28
"1141",34
"1142",33
"1143",39
"1144",24
"1145",29
"1146",16
"1147",32
"1148",19
"1149",17
"1150",29
"1151",34
"1152",42
"1153",30
"1154",25
"1155",30
"1156",32
"1157",40
"1158",15
"1159",41
"1160",27
"1161",41
"1162",29
"1163",25
"1164",42
"1165",42
"1166",18
"1167",32
"1168",39
"1169",32
"1170",44
"1171",20
"1172",32
"1173",38
"1174",30
"1175",30
"1176",50
"1177",47
"1178",32
"1179",14
"1180",32
"1181",28
"1182",15
"1183",30
"1184",27
"1185",37
"1186",26
"1187",38
"1188",30
"1189",34
"1190",16
"1191",23
"1192",13
"1193",33
"1194",31
"1195",28
"1196",36
"1197",16
"1198",29
"1199",21
"1200",31
"1201",33
"1202",25
"1203",31
"1204",35
"1205",26
"1206",23
"1207",25
"1208",24
"1209",42
"1210",22
"1211",18
"1212",35
"1213",41
"1214",24
"1215",40
"1216",22
"1217",29
"1218",28
"1219",30
"1220",26
"1221",26
"1222",23
"1223",35
"1224",26
"1225",27
"1226",36
"1227",20
"1228",25
"1229",24
"1230",40
"1231",33
"1232",33
"1233",26
"1234",22
"1235",32
"1236",25
"1237",34
"1238",26
"1239",38
"1240",37
"1241",39
"1242",43
"1243",23
"1244",27
"1245",45
"1246",38
"1247",27
"1248",20
"1249",30
"1250",36
"1251",38
"1252",29
"1253",16
"1254",34
"1255",19
"1256",29
"1257",24
"1258",31
"1259",42
"1260",25
"1261",45
"1262",35
"1263",59
"1264",31
"1265",18
"1266",27
"1267",35
"1268",25
"1269",40
"1270",18
"1271",26
"1272",24
"1273",16
"1274",36
"1275",37
"1276",33
"1277",29
"1278",53
"1279",51
"1280",20
"1281",25
"1282",30
"1283",29
"1284",34
"1285",39
"1286",43
"1287",35
"1288",26
"1289",37
"1290",37
"1291",36
"1292",23
"1293",31
"1294",36
"1295",45
"1296",42
"1297",29
"1298",34
"1299",15
"1300",38
"1301",37
"1302",30
"1303",25
"1304",33
"1305",23
"1306",27
"1307",34
"1308",31
"1309",44
"1310",45
"1311",37
"1312",29
"1313",47
"1314",24
"1315",29
"1316",35
"1317",40
"1318",35
"1319",37
"1320",19
"1321",19
"1322",22
"1323",41
"1324",28
"1325",29
"1326",48
"1327",36
"1328",30
"1329",45
"1330",35
"1331",46
"1332",22
"1333",31
"1334",29
"1335",27
"1336",35
"1337",34
"1338",31
"1339",18
"1340",32
"1341",27
"1342",42
"1343",22
"1344",23
"1345",11
"1346",19
"1347",24
"1348",33
"1349",26
"1350",28
"1351",40
"1352",43
"1353",37
"1354",40
"1355",31
"1356",23
"1357",20
"1358",40
"1359",36
"1360",27
"1361",18
"1362",27
"1363",21
"1364",34
"1365",36
"1366",33
"1367",35
"1368",25
"1369",34
"1370",25
"1371",31
"1372",42
"1373",28
"1374",21
"1375",27
"1376",27
"1377",39
"1378",12
"1379",18
"1380",29
"1381",21
"1382",24
"1383",20
"1384",29
"1385",40
"1386",54
"1387",41
"1388",61
"1389",25
"1390",30
"1391",30
"1392",30
"1393",41
"1394",27
"1395",24
"1396",29
"1397",24
"1398",31
"1399",19
"1400",37
"1401",45
"1402",20
"1403",27
"1404",36
"1405",24
"1406",41
"1407",43
"1408",24
"1409",26
"1410",39
"1411",26
"1412",27
"1413",32
"1414",28
"1415",34
"1416",38
"1417",41
"1418",26
"1419",47
"1420",30
"1421",32
"1422",20
"1423",31
"1424",31
"1425",26
"1426",21
"1427",38
"1428",24
"1429",28
"1430",30
"1431",37
"1432",23
"1433",33
"1434",26
"1435",39
"1436",46
"1437",47
"1438",34
"1439",19
"1440",27
"1441",30
"1442",34
"1443",59
"1444",23
"1445",22
"1446",42
"1447",31
"1448",24
"1449",48
"1450",19
"1451",32
"1452",41
"1453",30
"1454",33
"1455",29
"1456",20
"1457",42
"1458",26
"1459",26
"1460",22
"1461",24
"1462",43
"1463",21
"1464",27
"1465",38
"1466",23
"1467",29
"1468",18
"1469",21
"1470",33
"1471",22
"1472",26
"1473",30
"1474",26
"1475",26
"1476",46
"1477",26
"1478",24
"1479",30
"1480",38
"1481",26
"1482",29
"1483",32
"1484",37
"1485",47
"1486",20
"1487",22
"1488",50
"1489",22
"1490",40
"1491",25
"1492",22
"1493",31
"1494",30
"1495",25
"1496",30
"1497",22
"1498",26
"1499",41
"1500",34
"1501",33
"1502",29
"1503",33
"1504",28
"1505",30
"1506",21
"1507",24
"1508",34
"1509",25
"1510",37
"1511",46
"1512",27
"1513",26
"1514",24
"1515",35
"1516",20
"1517",38
"1518",26
"1519",36
"1520",31
"1521",47
"1522",22
"1523",41
"1524",24
"1525",29
"1526",20
"1527",20
"1528",37
"1529",30
"1530",28
"1531",16
"1532",31
"1533",34
"1534",29
"1535",24
"1536",32
"1537",50
"1538",25
"1539",37
"1540",45
"1541",34
"1542",24
"1543",23
"1544",32
"1545",30
"1546",28
"1547",31
"1548",24
"1549",27
"1550",22
"1551",39
"1552",31
"1553",19
"1554",36
"1555",33
"1556",22
"1557",24
"1558",28
"1559",22
"1560",26
"1561",36
"1562",46
"1563",33
"1564",27
"1565",22
"1566",25
"1567",25
"1568",23
"1569",28
"1570",32
"1571",28
"1572",33
"1573",31
"1574",32
"1575",30
"1576",41
"1577",25
"1578",39
"1579",35
"1580",30
"1581",31
"1582",18
"1583",15
"1584",22
"1585",31
"1586",20
"1587",25
"1588",39
"1589",33
"1590",16
"1591",30
"1592",34
"1593",35
"1594",29
"1595",23
"1596",35
"1597",35
"1598",29
"1599",24
"1600",22
"1601",30
"1602",32
"1603",28
"1604",56
"1605",21
"1606",24
"1607",17
"1608",34
"1609",13
"1610",23
"1611",32
"1612",33
"1613",23
"1614",40
"1615",39
"1616",27
"1617",20
"1618",21
"1619",35
"1620",35
"1621",38
"1622",15
"1623",25
"1624",49
"1625",44
"1626",32
"1627",16
"1628",19
"1629",27
"1630",19
"1631",32
"1632",25
"1633",41
"1634",38
"1635",27
"1636",22
"1637",31
"1638",51
"1639",30
"1640",29
"1641",32
"1642",32
"1643",35
"1644",48
"1645",25
"1646",29
"1647",23
"1648",40
"1649",41
"1650",33
"1651",16
"1652",37
"1653",31
"1654",23
"1655",15
"1656",21
"1657",55
"1658",29
"1659",35
"1660",31
"1661",24
"1662",32
"1663",17
"1664",23
"1665",25
"1666",20
"1667",35
"1668",26
"1669",14
"1670",45
"1671",22
"1672",30
"1673",28
"1674",12
"1675",23
"1676",36
"1677",22
"1678",28
"1679",30
"1680",32
"1681",40
"1682",33
"1683",17
"1684",23
"1685",30
"1686",24
"1687",34
"1688",30
"1689",36
"1690",27
"1691",40
"1692",45
"1693",28
"1694",44
"1695",35
"1696",34
"1697",28
"1698",26
"1699",27
"1700",22
"1701",32
"1702",56
"1703",31
"1704",31
"1705",36
"1706",36
"1707",21
"1708",26
"1709",35
"1710",20
"1711",31
"1712",34
"1713",33
"1714",18
"1715",24
"1716",36
"1717",35
"1718",35
"1719",27
"1720",26
"1721",40
"1722",29
"1723",29
"1724",35
"1725",29
"1726",32
"1727",27
"1728",25
"1729",33
"1730",36
"1731",17
"1732",26
"1733",38
"1734",42
"1735",34
"1736",21
"1737",43
"1738",23
"1739",29
"1740",21
"1741",29
"1742",29
"1743",24
"1744",11
"1745",21
"1746",18
"1747",41
"1748",21
"1749",33
"1750",24
"1751",28
"1752",18
"1753",22
"1754",26
"1755",39
"1756",31
"1757",15
"1758",38
"1759",34
"1760",30
"1761",13
"1762",43
"1763",18
"1764",26
"1765",28
"1766",25
"1767",27
"1768",30
"1769",32
"1770",16
"1771",30
"1772",28
"1773",24
"1774",36
"1775",19
"1776",40
"1777",32
"1778",30
"1779",24
"1780",29
"1781",41
"1782",14
"1783",26
"1784",23
"1785",28
"1786",37
"1787",41
"1788",35
"1789",23
"1790",20
"1791",36
"1792",51
"1793",13
"1794",24
"1795",29
"1796",32
"1797",34
"1798",44
"1799",21
"1800",41
"1801",29
"1802",39
"1803",31
"1804",37
"1805",63
"1806",37
"1807",22
"1808",34
"1809",29
"1810",33
"1811",40
"1812",30
"1813",20
"1814",46
"1815",24
"1816",33
"1817",33
"1818",31
"1819",37
"1820",35
"1821",24
"1822",32
"1823",25
"1824",43
"1825",39
"1826",37
"1827",41
"1828",32
"1829",27
"1830",36
"1831",30
"1832",38
"1833",27
"1834",26
"1835",25
"1836",19
"1837",30
"1838",23
"1839",24
"1840",45
"1841",22
"1842",22
"1843",31
"1844",46
"1845",44
"1846",35
"1847",22
"1848",34
"1849",25
"1850",29
"1851",30
"1852",36
"1853",29
"1854",31
"1855",35
"1856",14
"1857",23
"1858",28
"1859",41
"1860",36
"1861",18
"1862",16
"1863",26
"1864",25
"1865",31
"1866",33
"1867",42
"1868",28
"1869",18
"1870",34
"1871",55
"1872",37
"1873",33
"1874",36
"1875",30
"1876",24
"1877",22
"1878",27
"1879",34
"1880",29
"1881",31
"1882",29
"1883",50
"1884",51
"1885",15
"1886",38
"1887",40
"1888",27
"1889",27
"1890",29
"1891",19
"1892",38
"1893",25
"1894",26
"1895",25
"1896",24
"1897",38
"1898",23
"1899",26
"1900",33
"1901",32
"1902",31
"1903",20
"1904",43
"1905",30
"1906",24
"1907",20
"1908",43
"1909",36
"1910",53
"1911",24
"1912",24
"1913",18
"1914",31
"1915",23
"1916",21
"1917",43
"1918",30
"1919",19
"1920",45
"1921",12
"1922",30
"1923",22
"1924",30
"1925",46
"1926",15
"1927",23
"1928",33
"1929",19
"1930",23
"1931",23
"1932",25
"1933",39
"1934",42
"1935",21
"1936",33
"1937",43
"1938",25
"1939",29
"1940",21
"1941",26
"1942",37
"1943",26
"1944",34
"1945",27
"1946",30
"1947",20
"1948",29
"1949",27
"1950",34
"1951",49
"1952",26
"1953",20
"1954",30
"1955",32
"1956",30
"1957",34
"1958",39
"1959",16
"1960",32
"1961",22
"1962",25
"1963",18
"1964",36
"1965",37
"1966",21
"1967",23
"1968",36
"1969",36
"1970",65
"1971",20
"1972",36
"1973",28
"1974",15
"1975",42
"1976",37
"1977",22
"1978",38
"1979",23
"1980",37
"1981",34
"1982",25
"1983",31
"1984",47
"1985",25
"1986",15
"1987",23
"1988",36
"1989",29
"1990",42
"1991",23
"1992",28
"1993",28
"1994",32
"1995",15
"1996",30
"1997",28
"1998",10
"1999",22
"2000",20
